,title,oscar_num,year,producer,is_winner,budget,genres,id,imdb_id,overview,original_title,popularity,revenue,release_date,award_year
237,Terms of Endearment,56,1983,"James L. Brooks, Producer",TRUE,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",11050,tt0086425,"Aurora and Emma are mother and daughter who march to different drummers. Beginning with Emma's marriage, Aurora shows how difficult and loving she can be. The movie covers several years of their lives as each finds different reasons to go on living and find joy. Aurora's interludes with Garrett Breedlove, retired astronaut and next door neighbor are quite striking.",Terms of Endearment,8.785209,0,1983/11/20,1983/12/31
238,Tess,53,1980,"Claude Berri, Producer; Timothy Burrill, Co-Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11121,tt0080009,"This multiple-Oscar-winning film by Roman Polanski is an exquisite, richly layered adaptation of Thomas Hardy?€?s Tess of the d?€?Urbervilles.  A strong-willed peasant girl (Nastassja Kinski, in a gorgeous breakthrough) is sent by her father to the estate of some local aristocrats to capitalize on a rumor that their families are from the same line.  This fateful visit commences an epic narrative of sex, class, betrayal, and revenge, which Polanski unfolds with deliberation and finesse.  With its earthy visual textures, achieved by two world-class cinematographers?€?Geoffrey Unsworth (Cabaret) and Ghislain Cloquet (Au hasard Balthazar)?€?Tess is a work of great pastoral beauty as well as vivid storytelling.",Tess,4.400153,0,1979/10/6,1980/12/31
239,The Accidental Tourist,61,1988,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",31052,tt0094606,"After the death of his son, Macon Leary, a travel writer, seems to be sleep walking through life. Macon's wife, seems to be having trouble too, and thinks it would be best if the two would just split up. After the break up, Macon meets a strange outgoing woman, who seems to bring him back down to earth. After starting a relationship with the outgoing woman, Macon's wife seems to think that their marriage is still worth a try. Macon is then forced to deal many decisions",The Accidental Tourist,4.771107,0,1988/12/23,1988/12/31
240,The Artist,84,2011,"Thomas Langmann, Producer",TRUE,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",74643,tt1655442,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",The Artist,11.440948,133432856,2011/5/15,2011/12/31
241,The Aviator,77,2004,"Michael Mann and Graham King, Producers",FALSE,116000000,"[{'id': 18, 'name': 'Drama'}]",2567,tt0338751,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",The Aviator,9.86738,1.02E+08,2004/12/17,2004/12/31
242,The Big Chill,56,1983,"Michael Shamberg, Producer",FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",12560,tt0085244,"Kevin Kline and Glenn Close star as Harold and Sarah Cooper, a couple whose marital troubles are put on hold while they host an unhappy reunion of former college pals gathered for the funeral of one of their own, a suicide victim named Alex. As the weekend unfolds, the friends catch up with each other, play the music of their youth, reminisce, smoke marijuana, and pair off with each other.",The Big Chill,11.620392,0,1983/9/9,1983/12/31
243,The Big Short,88,2015,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",FALSE,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",318846,tt1596363,The men who made millions from a global economic meltdown.,The Big Short,13.143061,133346506,2015/12/11,2015/12/31
244,The Blind Side,82,2009,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",FALSE,29000000,"[{'id': 18, 'name': 'Drama'}]",22881,tt0878804,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",The Blind Side,12.753109,309208309,2009/11/20,2009/12/31
245,The Cider House Rules,72,1999,"Richard N. Gladstein, Producer",FALSE,24000000,"[{'id': 18, 'name': 'Drama'}]",1715,tt0124315,"Homer is an orphan who was never adopted, becoming the favorite of orphanage director Dr. Larch. Dr. Larch imparts his full medical knowledge on Homer, who becomes a skilled, albeit unlicensed, physician. But Homer yearns for a self-chosen life outside the orphanage. What will Homer learn about life and love in the cider house? What of the destiny that Dr. Larch has planned for him?",The Cider House Rules,9.526781,88545092,1999/12/17,1999/12/31
246,The Color Purple,58,1985,"Steven Spielberg, Kathleen Kennedy, Frank Marshall and Quincy Jones, Producers",FALSE,15000000,"[{'id': 18, 'name': 'Drama'}]",873,tt0088939,"An epic tale spanning forty years in the life of Celie (Whoopi Goldberg), an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson (Danny Glover), things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa.  Based on the novel by Alice Walker.",The Color Purple,11.573562,146292009,1985/12/18,1985/12/31
247,The Conversation,47,1974,"Francis Ford Coppola, Producer; Fred Roos, Co-Producer",FALSE,1600000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",592,tt0071360,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",The Conversation,13.245638,4420000,1974/4/7,1974/12/31
248,The Crying Game,65,1992,"Stephen Woolley, Producer",FALSE,3705538,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11386,tt0104036,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",The Crying Game,7.404329,62548947,1992/9/2,1992/12/31
249,The Curious Case of Benjamin Button,81,2008,"Kathleen Kennedy, Frank Marshall and Ce??n Chaffin, Producers",FALSE,150000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",4922,tt0421715,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",The Curious Case of Benjamin Button,17.934821,333932083,2008/11/24,2008/12/31
250,The Deer Hunter,51,1978,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",TRUE,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",11778,tt0077416,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",The Deer Hunter,7.729445,5.00E+07,1978/12/8,1978/12/31
251,The Departed,79,2006,"Graham King, Producer",TRUE,90000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1422,tt0407887,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",The Departed,18.515448,289847354,2006/10/5,2006/12/31
252,The Descendants,84,2011,"Jim Burke, Alexander Payne and Jim Taylor, Producers",FALSE,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",65057,tt1033575,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",The Descendants,11.794753,177243185,2011/9/9,2011/12/31
253,The Dresser,56,1983,"Peter Yates, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}]",42122,tt0085461,"In a touring Shakespearean theater group, a backstage hand - the dresser, is devoted to the brilliant but tyrannical head of the company. He struggles to support the deteriorating star as the company struggles to carry on during the London blitz. The pathos of his backstage efforts rival the pathos in the story of Lear and the Fool that is being presented on-stage, as the situation comes to a crisis.",The Dresser,1.182646,0,1983/12/6,1983/12/31
254,The Dresser,56,1983,"Peter Yates, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}]",364902,tt4247618,"One fateful night in a small English regional theatre during World War II a troupe of touring actors stage a production of Shakespeares King Lear. Bombs are falling, sirens are wailing, the curtain is up in an hour but the actor/manager Sir who is playing Lear is nowhere to be seen. His dresser Norman must scramble to keep the production alive but will Sir turn up in time and if he does will he be able to perform that night? The Dresser is a wickedly funny and deeply moving story of friendship and loyalty as Sir reflects on his lifelong accomplishments and seeks to reconcile his turbulent friendships with those in his employ before the final curtain.",The Dresser,4.396196,0,2015/10/31,1983/12/31
255,The Elephant Man,53,1980,"Jonathan Sanger, Producer",FALSE,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1955,tt0080678,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous fa??ade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",The Elephant Man,8.405672,26010864,1980/10/2,1980/12/31
256,The Elephant Man,53,1980,"Jonathan Sanger, Producer",FALSE,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",263065,tt0166593,A taped version of the stage play about a hideously deformed 19th-century London man and how he managed to triumph over his disease.,The Elephant Man,0.092102,0,1982/1/4,1980/12/31
257,The Emigrants,45,1972,"Bengt Forslund, Producer",FALSE,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",40732,tt0067919,"In the middle of the 19th century, Kristina and Karl-Oskar live in a small rural village in Smaaland (southern Sweden). They get married and try to make a living on a small spot of land. However, the small size of their land, the infertile soil, and some bad harvests makes it tough. One of their children even starve to death. Thus, they decide to emigrate to the U.S. They meet a group of farmers with their families planing the emigration under the leadership of a banned priest. They sell everything and embark for the U.S. The journey on the sailing ship is long and tedious. Some of the emigrants will never reach the New World.",Utvandrarna,2.392021,0,1971/3/8,1972/12/31
258,The English Patient,69,1996,"Saul Zaentz, Producer",TRUE,27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",409,tt0116209,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Alm??sy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Alm??sy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Alm??sy is on his death bed after being horribly burned in a plane crash.",The English Patient,15.564161,231976425,1996/11/14,1996/12/31
259,The Exorcist,46,1973,"William Peter Blatty, Producer",FALSE,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9552,tt0070047,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",The Exorcist,12.137595,441306145,1973/12/26,1973/12/31
260,The Fighter,83,2010,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",FALSE,25000000,"[{'id': 18, 'name': 'Drama'}]",45317,tt0964517,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",The Fighter,14.141837,93617009,2010/12/17,2010/12/31
261,The French Connection,44,1971,"Philip D'Antoni, Producer",TRUE,1800000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1051,tt0067116,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,The French Connection,6.694959,41158757,1971/10/9,1971/12/31
262,The Fugitive,66,1993,"Arnold Kopelson, Producer",FALSE,44000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",5503,tt0106977,"Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",The Fugitive,10.08937,368875760,1993/8/6,1993/12/31
263,The Full Monty,70,1997,"Uberto Pasolini, Producer",FALSE,3500000,"[{'id': 35, 'name': 'Comedy'}]",9427,tt0119164,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",The Full Monty,8.333322,257850122,1997/8/13,1997/12/31
264,The Godfather,45,1972,"Albert S. Ruddy, Producer",TRUE,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",238,tt0068646,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",The Godfather,41.109264,245066411,1972/3/14,1972/12/31
265,The Goodbye Girl,50,1977,"Ray Stark, Producer",FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",66722,tt0377990,"Musical dancer on the way out (at 36) Paula McFadden had it swell with actor Tony DeSanti, but instead of taking her to Hollywood he gets a European movie part. He even sublets their (his) New York apartment to Elliot Garfield, who generously lets her stay, even keeping the master bedroom. Pragmatic pre-teen daughter Lucy soon takes to his charm, but Paula remains determined to hate all actors. Despite the stress of a Broadway Shakespeare lead he must play too queer for Frisco, he's determined to snatch romance from ingratitude.",The Goodbye Girl,0.792355,0,2004/1/16,1977/12/31
266,The Goodbye Girl,50,1977,"Ray Stark, Producer",FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",14741,tt0076095,"Paula McFadden knows: In romance, actors all follow the same stage instruction: Exit. Without warning, her actor boyfriend split today for a movie role and sublet their Manhattan apartment. The new tenant's name: Elliot Garfield. Profession: actor. Richard Dreyfuss and Marsha Mason deliver comedy, zingy repartee and bitter-to-best romance in The Goodbye Girl.",The Goodbye Girl,3.937139,1.02E+08,1977/11/30,1977/12/31
267,The Graduate,40,1967,"Lawrence Turman, Producer",FALSE,3000000,"[{'id': 18, 'name': 'Drama'}]",37247,tt0061722,A recent college graduate finds himself in a love triangle with an older woman and her daughter.,The Graduate,12.057829,104945305,1967/12/21,1967/12/31
268,The Grand Budapest Hotel,87,2014,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",FALSE,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",120467,tt2278388,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted prot??g??. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",The Grand Budapest Hotel,14.442048,174600318,2014/2/26,2014/12/31
269,The Green Mile,72,1999,"David Valdes and Frank Darabont, Producers",FALSE,60000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",497,tt0120689,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",The Green Mile,19.96678,284600000,1999/12/10,1999/12/31
270,The Help,84,2011,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",FALSE,25000000,"[{'id': 18, 'name': 'Drama'}]",50014,tt1454029,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",The Help,7.486118,124272124,2011/8/9,2011/12/31
271,The Hours,75,2002,"Scott Rudin and Robert Fox, Producers",FALSE,25000000,"[{'id': 18, 'name': 'Drama'}]",590,tt0274558,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",The Hours,14.686487,41597830,2002/12/27,2002/12/31
272,The Hurt Locker,82,2009,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",TRUE,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",12162,tt0887912,"Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.",The Hurt Locker,9.403724,4.20E+07,2008/10/10,2009/12/31
273,The Imitation Game,87,2014,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",FALSE,14000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",205596,tt2084970,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",The Imitation Game,31.59594,233555708,2014/11/14,2014/12/31
274,The Insider,72,1999,"Michael Mann and Pieter Jan Brugge, Producers",FALSE,90000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9008,tt0140352,"Tells the true story of a 60 Minutes television series expos?? of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand",The Insider,11.3569,60289912,1999/10/28,1999/12/31
275,The Kids Are All Right,83,2010,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",FALSE,3500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",39781,tt0842926,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",The Kids Are All Right,5.899155,34705850,2010/7/9,2010/12/31
276,The Killing Fields,57,1984,"David Puttnam, Producer",FALSE,14400000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",625,tt0087553,"The Killing Fields tells the real life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which lead to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.",The Killing Fields,11.460364,34700291,1984/11/2,1984/12/31
277,The King's Speech,83,2010,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",TRUE,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",45269,tt1504320,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",The King's Speech,11.260387,414211549,2010/9/6,2010/12/31
278,The Last Emperor,60,1987,"Jeremy Thomas, Producer",TRUE,23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",746,tt0093389,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",The Last Emperor,11.076971,43984230,1987/10/21,1987/12/31
279,The Last Picture Show,44,1971,"Stephen J. Friedman, Producer",FALSE,1300000,"[{'id': 18, 'name': 'Drama'}]",25188,tt0067328,The coming of age of a youth named Sonny in a small Texas town in the 1950s.,The Last Picture Show,5.961382,29133000,1971/10/3,1971/12/31
280,The Lion in Winter,41,1968,"Martin Poll, Producer",FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",18988,tt0063227,"1183 AD: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",The Lion in Winter,7.056355,0,1968/1/1,1968/12/31
281,The Longest Day,35,1962,"Darryl F. Zanuck, Producer",FALSE,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",9289,tt0056197,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",The Longest Day,10.770928,50100000,1962/9/25,1962/12/31
282,The Lord of the Rings: The Fellowship of the Ring,74,2001,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",FALSE,93000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",120,tt0120737,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",The Lord of the Rings: The Fellowship of the Ring,32.070725,871368364,2001/12/18,2001/12/31
283,The Lord of the Rings: The Return of the King,76,2003,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",TRUE,94000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",122,tt0167260,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",The Lord of the Rings: The Return of the King,29.324358,1118888979,2003/12/1,2003/12/31
284,The Lord of the Rings: The Two Towers,75,2002,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",FALSE,79000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",121,tt0167261,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",The Lord of the Rings: The Two Towers,29.423537,926287400,2002/12/18,2002/12/31
285,The Martian,88,2015,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",FALSE,108000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",286217,tt3659388,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",The Martian,25.62993,630161890,2015/9/30,2015/12/31
286,The Mission,59,1986,"Fernando Ghia and David Puttnam, Producers",FALSE,24500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",11416,tt0091530,"Jeremy Irons plays a Spanish Jesuit who goes into the South American wilderness to build a mission in the hope of converting the Indians of the region. Robert DeNiro plays a slave hunter who is converted and joins Irons in his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portugese aggressors.",The Mission,11.241995,17218023,1986/9/29,1986/12/31
287,The Mission,59,1986,"Fernando Ghia and David Puttnam, Producers",FALSE,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",45871,tt0220644,"Triad boss Lung (Eddy Ko), who has just escaped being killed in an assassination attempt hires the killers Curtis (Anthony Wong), James (Lam Suet), Mike (Roy Cheung), Roy (Francis Ng) and Shin (Jackie Lui) for his protection.",??????,1.531916,0,1999/11/19,1986/12/31
288,The Pianist,75,2002,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",FALSE,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",423,tt0253474,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,The Pianist,14.811594,120072577,2002/9/24,2002/12/31
289,The Piano,66,1993,"Jan Chapman, Producer",FALSE,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",713,tt0107822,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",The Piano,7.436758,116700000,1993/5/19,1993/12/31
290,The Prince of Tides,64,1991,"Barbra Streisand and Andrew Karsch, Producers",FALSE,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10333,tt0102713,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,The Prince of Tides,2.960942,74787599,1991/12/25,1991/12/31
291,The Queen,79,2006,"Andy Harries, Christine Langan and Tracey Seaward, Producers",FALSE,15000000,"[{'id': 18, 'name': 'Drama'}]",1165,tt0436697,"The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.",The Queen,7.904371,123384128,2006/9/15,2006/12/31
292,The Reader,81,2008,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",FALSE,32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8055,tt0976051,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",The Reader,7.931732,113019290,2008/12/10,2008/12/31
